id,label
304273,1
303336,1
303743,2
301133,2
300289,1
302411,2
301201,1
304485,1
301790,3
303447,1
303009,1
303454,1
304799,1
300515,1
301812,2
302142,2
301665,2
303026,2
300108,1
301920,1
304411,1
300113,2
300661,2
301798,2
304086,1
304728,3
302666,2
303510,3
302862,1
304743,2
302041,2
301328,3
303085,2
300810,2
303719,2
301234,2
303669,2
300841,3
301245,1
304246,2
303823,3
302131,3
303007,2
300063,1
301055,1
300570,1
301358,3
303064,1
302316,3
302756,3
303441,3
300326,2
303608,1
300806,3
304531,2
300601,3
303021,1
304042,1
303125,3
304801,1
302043,3
304093,2
304237,1
300522,2
301211,2
303501,3
304687,3
301260,2
302032,3
302274,2
302345,2
302162,2
303536,1
303459,3
302809,2
301304,1
300217,3
302225,2
302641,2
304528,3
301033,3
302494,3
303332,3
304968,3
303588,1
300850,1
304480,2
300151,3
303499,2
304079,2
304568,2
303417,3
301861,3
302574,1
301397,1
304390,3
304605,3
303653,2
304069,2
300849,2
302425,2
302603,2
302106,1
302812,3
302121,2
304726,2
302409,1
304773,3
302945,3
303761,3
300308,3
301977,2
304502,1
300703,3
304924,1
300672,3
300383,3
301468,3
302389,3
301262,2
300331,3
300322,1
302490,1
301781,1
304805,1
301991,1
303903,1
302736,3
304318,2
301813,3
304383,2
303860,1
304205,3
302636,3
302523,3
301395,1
301380,1
303954,3
300788,1
301263,1
301363,1
301684,3
302352,1
300798,3
304992,3
303713,1
303011,3
302871,2
303606,3
302407,2
302116,3
302633,2
302328,1
302563,2
304023,3
301286,3
304820,3
300365,2
304879,1
304575,3
300441,2
303909,1
300062,3
301229,2
304011,2
303503,2
301340,3
300999,2
302385,1
300537,1
303807,2
302185,2
304816,3
301998,1
303788,1
300154,3
302343,2
300955,3
300213,3
300413,1
304067,3
300296,3
303203,2
301828,3
303468,2
300859,1
300790,3
303313,1
303057,3
304140,1
301324,2
303253,2
301028,2
300543,1
304255,2
300811,2
304046,3
301609,2
303880,2
301422,3
302522,1
301924,2
303783,3
302898,1
300820,3
302255,3
301123,3
300983,2
300404,1
302528,1
303453,2
300687,1
304646,3
301573,3
301041,2
304003,3
301536,1
300403,3
301057,1
304130,2
302224,2
301403,2
300183,2
302387,2
300225,1
302918,2
303673,2
300088,2
301774,2
302351,1
301228,2
300835,3
304614,3
300049,3
301451,3
303133,1
304788,2
300424,1
304173,3
304375,1
303694,3
301060,2
303312,3
302256,3
304151,1
300763,3
300256,2
303154,2
302497,2
304410,2
302940,2
303173,3
303013,2
300812,2
304221,1
302179,1
302171,2
300544,2
302583,3
303440,2
304840,2
302857,3
302100,2
301012,2
302697,1
300825,1
304122,1
301996,3
300294,3
304250,3
303628,1
300364,1
300580,1
301393,2
301095,1
304044,1
300603,3
300912,1
300021,3
300010,1
303165,1
300528,3
301701,1
300215,2
301279,3
301642,1
303121,2
304201,1
304642,1
304967,2
303129,3
303650,2
304338,2
304066,3
301216,2
303698,2
301019,1
300729,2
303958,3
304275,3
304004,3
304501,3
303008,3
302346,3
302850,3
302201,3
302840,1
300954,2
304249,2
304414,2
300718,2
302221,3
301875,3
300563,3
300737,1
304157,1
302973,3
301091,1
301555,2
302640,3
303277,1
303479,1
300323,3
304935,2
303148,3
304927,2
304451,3
304351,1
300785,2
303618,2
303914,3
304068,1
300414,3
302281,1
302924,1
302214,1
304082,3
302693,2
300508,2
300641,2
300752,3
302981,3
300084,2
301624,2
300778,2
301678,3
301592,2
300736,2
304959,3
301502,2
301758,3
301770,1
302903,3
304797,1
304727,3
302489,2
301827,1
304928,2
300100,3
302446,3
301225,1
303109,2
303236,3
301697,1
301556,3
301135,2
301287,1
302807,2
301318,3
302286,2
302388,3
300136,1
304629,1
303922,1
302275,2
302854,1
302508,1
304700,1
302324,1
301334,1
304010,1
301940,3
304999,3
304353,1
302695,3
303627,3
302824,3
304426,2
302925,3
301048,3
300210,2
300311,2
304061,2
303511,2
302496,2
304279,1
302332,2
302774,3
300004,1
302803,2
303306,3
303176,2
302198,1
303514,3
301440,2
304277,3
303925,2
304195,1
300860,2
302926,1
300559,3
303932,3
301354,1
303117,1
300789,1
303217,1
300884,2
300445,3
301731,2
302080,2
301103,1
301755,1
301932,2
303691,3
300124,1
300963,2
301470,3
303309,2
302284,3
303006,2
301068,1
303385,3
302989,1
303611,3
301433,2
301180,3
301986,1
303243,1
302930,2
303792,3
302910,3
301960,2
304825,2
301490,3
304280,2
302144,2
303234,3
301399,3
303934,1
304182,2
302841,1
304719,1
304558,2
303400,1
303232,1
303940,2
302608,2
302515,1
304756,2
302576,2
302227,3
300270,2
302535,1
302128,1
301186,1
301408,3
301222,3
301772,3
304851,2
303892,1
304496,2
304817,1
301401,2
301888,2
304738,1
300117,3
300498,2
304312,2
303655,3
300560,3
300714,3
300208,1
301141,2
301405,1
300815,3
301182,1
303904,3
301654,1
302873,1
300539,2
304468,2
304897,1
303542,3
304939,3
301582,3
304170,2
301512,3
300940,3
300782,2
304589,2
300314,3
301957,1
303348,2
302754,3
304845,2
303082,2
302944,1
301848,1
304424,2
301689,2
304165,3
303062,1
301514,1
303811,2
303808,1
302806,1
300370,3
304289,1
300107,2
301669,2
301266,2
303418,3
301967,1
303390,1
301350,2
304876,1
304483,1
301929,2
304436,1
302283,3
304686,2
303700,2
302805,3
301116,3
303101,2
303287,2
304644,3
302405,1
300573,2
300373,1
300901,2
301256,3
300339,2
304391,2
304321,1
303753,2
302067,2
302000,2
301010,2
301384,1
302042,2
303685,3
304254,2
303839,2
302234,2
303854,3
303545,1
302029,2
303663,2
302501,3
303487,2
301367,2
304944,1
302717,2
304755,2
300929,2
300064,3
301453,2
303638,3
304362,2
301645,3
302878,1
303252,1
301804,2
304557,2
303237,3
303192,3
301975,3
302073,2
304104,3
300654,2
304525,1
301150,3
300349,2
304981,2
300251,2
300674,3
303286,2
301268,2
303283,2
303110,2
300642,2
302644,3
301221,3
302921,2
303340,3
300541,1
300334,3
300463,3
300846,3
304308,2
303686,3
300359,3
303809,1
304024,1
303546,2
302775,2
304841,2
303134,1
304512,3
301637,3
304878,2
304419,1
300520,1
303931,3
302302,1
301751,1
304492,3
301463,2
302217,2
301681,3
304290,3
304437,1
304789,1
300514,1
300605,2
301994,3
302799,1
300751,3
302776,3
304301,2
304565,1
301476,2
304868,1
304091,2
300941,3
302692,3
304269,2
300516,3
302546,1
300141,2
304422,1
303394,2
302130,1
302482,2
300008,2
300853,3
304972,3
300743,3
301503,2
303660,1
301847,3
302092,2
302542,2
302747,3
300931,3
304294,3
302175,2
301191,1
301862,1
301243,1
304064,3
300348,3
301680,1
302730,1
301015,2
304760,1
302672,2
301753,1
304337,3
300477,2
304495,2
300997,1
301487,1
303715,2
304628,2
303835,2
301098,3
304832,2
303509,1
304964,3
302220,1
301686,3
300888,1
301418,2
301965,1
301046,2
301074,2
303842,2
300352,1
302093,2
302139,3
302053,3
300964,2
302613,2
301963,2
300260,1
300180,2
301743,2
300632,3
300971,3
300068,3
301779,1
300606,2
301165,2
301009,3
303589,2
301634,3
301423,1
303410,3
301836,1
300591,2
303742,2
301102,2
304504,2
302216,2
300357,3
301716,1
302419,2
303071,2
302105,1
300250,2
304877,2
303929,3
301292,3
300902,2
301017,3
303114,1
300439,1
304080,3
302750,2
304546,3
303357,3
302781,3
301846,3
303561,3
301067,3
304191,2
301739,1
300400,1
303648,3
302397,1
304913,1
303411,3
301509,1
300842,3
302949,2
303251,3
301348,2
302384,1
301143,1
300851,3
303741,2
302155,1
301411,1
302069,1
302813,1
301799,3
300011,1
300761,2
304931,3
300609,3
301704,2
300993,1
301065,2
301863,3
301284,1
302306,1
300009,2
302363,3
304893,3
302761,3
303187,3
300694,2
303866,3
301231,2
301855,1
304075,2
301563,2
301657,3
301038,2
302099,2
303762,3
302238,1
300146,1
304039,2
304404,2
302521,1
300305,1
300140,3
302038,3
303530,2
300435,1
303206,3
301567,3
303745,2
301995,3
304197,2
301620,3
303386,1
300908,1
303984,3
304214,3
301232,2
302551,3
302183,3
303431,3
302701,2
301805,1
300711,1
302505,2
300415,1
303639,2
301070,1
300881,2
300739,1
303724,3
301250,3
301322,2
303199,1
300161,3
304793,2
302341,2
303506,3
304921,2
300043,3
302333,3
302882,2
304285,1
302861,1
301985,3
302715,2
300830,2
303369,3
303523,3
303727,3
301288,3
302218,3
303668,1
304469,2
300460,2
301868,3
301528,1
302703,1
303797,1
302612,2
302520,1
301885,3
303003,1
304071,2
303208,1
302376,2
301484,3
300394,1
303728,3
304098,2
304048,3
300429,3
304166,3
304113,2
303451,3
304343,2
303266,1
304137,1
303614,3
302851,2
303366,1
303777,1
301285,2
301540,2
301539,2
301153,3
304054,2
300721,3
303024,3
302480,2
303097,2
301496,3
301045,1
301777,2
300933,2
304818,3
302675,3
300371,3
303076,3
301882,3
304933,2
303274,2
300525,2
301845,2
302085,2
302908,1
302195,3
304732,1
303946,2
303953,1
303756,1
304572,3
304538,3
300377,3
301163,2
302929,3
300207,3
301562,2
300648,1
304955,3
302003,3
304339,1
302355,1
300794,1
302051,1
300913,3
300622,3
304862,2
303445,2
300887,1
304915,3
300740,2
303120,1
300232,1
301247,1
302573,3
304859,3
300819,1
302728,3
301083,2
302829,3
302832,2
304922,3
301549,3
300698,2
300319,1
302207,3
300803,1
303979,1
301844,1
302590,1
303088,1
301566,2
301173,2
301954,3
300378,2
304031,2
300988,2
304630,3
301267,2
304081,3
301910,2
300090,1
303370,2
304159,2
301852,1
301196,2
300707,2
302368,1
302019,3
300534,2
300236,1
303036,2
300462,3
300005,3
304126,1
303215,2
300660,2
303592,1
301120,1
304814,1
300130,1
304198,2
303426,1
303732,2
304637,3
302152,2
302164,1
301595,2
303920,2
300542,3
302867,3
303315,1
300576,3
300862,1
302300,2
304442,1
302749,3
304089,2
300882,1
304420,3
301831,3
301297,1
301538,1
304088,2
300368,1
301729,2
304870,2
301062,1
300299,2
304902,3
302601,2
302984,3
302167,2
300594,3
303861,3
303339,1
303457,1
304905,1
304052,1
303708,1
304821,3
300992,3
302937,1
302770,3
300171,2
304153,3
300040,3
300070,2
301577,2
301533,1
302488,3
303522,2
302364,3
303043,1
301452,3
300391,2
303900,3
302169,2
301838,3
303957,2
301462,2
300662,2
303488,1
303852,3
303406,1
301149,1
300192,3
303046,3
300388,2
303819,2
304222,2
302629,2
304882,3
302336,3
302485,3
304446,3
300145,3
300198,2
302859,3
303587,2
302995,1
300195,2
301784,3
302174,2
304751,3
300344,3
303888,3
301937,2
303316,1
301594,1
304537,3
303212,3
304804,2
302401,2
303850,1
302028,3
301675,1
304384,2
302936,3
304747,2
302402,3
302614,3
304106,3
302737,3
301249,2
301312,1
300889,3
304526,1
301258,2
302798,3
303351,2
303367,3
302039,2
303640,1
301343,2
301172,2
300690,3
302203,1
304519,1
301590,2
302429,2
303744,2
303068,1
302365,3
304962,3
302024,3
304457,3
302400,1
303906,3
302561,2
301736,3
301466,1
301878,1
301349,3
301806,3
302378,3
303635,1
303692,3
301866,2
303554,2
302845,2
304597,1
302486,2
300769,2
304429,3
304580,3
302088,3
304114,3
300071,3
300216,2
301444,3
301450,3
304349,3
301317,3
303461,1
303000,3
302154,3
302653,3
301901,2
304233,2
303977,2
303586,3
301337,2
301471,3
303975,3
302271,1
303331,1
300220,2
301128,2
302101,1
301104,1
301700,2
304388,3
300354,1
304274,1
301699,3
304444,3
303598,1
302885,3
304489,2
303688,3
301956,2
300356,2
304143,2
301314,3
304943,3
304692,3
301643,3
301177,3
304936,2
304750,2
302975,2
301261,3
301908,2
303672,2
301054,2
301895,1
303865,2
303151,1
303241,3
302396,1
304826,2
302714,1
302200,2
302268,3
302223,1
302529,2
304319,2
301107,3
304952,2
304045,1
302766,1
303171,2
301368,2
301648,1
303396,1
302870,2
302793,2
301928,2
300450,3
302151,1
301583,1
303636,3
304328,2
300212,3
304746,3
303938,2
300598,2
304696,1
304918,3
303030,3
301291,1
302869,3
303955,3
304929,1
302296,3
301429,2
303164,3
302148,2
302858,2
303256,3
301724,1
303160,3
300564,2
303615,2
304742,2
302170,3
304705,3
303833,2
304207,1
301933,1
301335,1
300741,1
302233,3
304898,3
301396,1
302474,2
300052,2
304620,2
303290,3
302783,1
303834,2
303190,2
304055,1
302922,1
304477,2
302883,3
302985,2
300228,2
302810,2
304611,3
304355,2
301215,3
300353,3
301718,3
304149,3
303299,3
304476,1
301214,1
300651,1
303667,3
300917,2
301682,3
303571,3
302538,1
301244,3
303231,3
301185,1
302649,2
300221,1
302788,3
300719,2
304500,1
302240,2
303374,2
303191,3
301255,3
300852,2
301711,2
302391,2
302743,3
304295,1
304978,3
303800,1
303595,3
301417,2
304969,2
302035,2
300947,2
301765,2
300128,2
301493,1
304202,2
303404,1
302564,2
300536,3
304907,1
300746,2
304365,3
300592,2
301421,3
301183,2
301481,3
302593,3
303202,3
300944,2
303818,1
304837,1
302827,3
300495,3
303758,2
304156,1
300836,2
300644,2
304332,2
302251,2
304331,3
300310,3
300055,3
304262,1
301513,3
304872,3
301993,2
304396,3
301436,1
300283,2
304834,3
304904,1
303828,3
302767,3
304900,1
301870,2
300507,1
301446,1
301464,1
304083,3
304392,3
304310,2
302107,1
302802,3
303146,1
301061,3
300621,2
303894,2
304772,3
300030,2
303140,1
302278,1
303233,2
303368,3
304416,2
303643,2
301240,1
303214,1
304556,2
303055,3
304632,3
301455,1
303968,3
303048,3
302090,3
301152,1
300513,3
302089,2
302729,2
303379,1
300679,2
301617,2
302988,3
300144,2
301713,1
300981,3
302866,3
300832,3
304381,2
303733,2
304576,2
303491,1
301633,1
303949,1
302998,1
301077,2
302331,3
300596,1
301534,3
300787,2
303469,3
302347,3
304172,2
304105,3
304190,3
300178,1
300561,3
303337,2
301778,1
304152,2
304372,3
303075,2
302165,3
303815,2
302567,1
304013,1
304764,3
304096,2
304450,3
304564,2
304808,2
301002,3
302723,2
302344,2
304693,1
303778,3
303084,2
303976,2
301387,2
304668,1
302579,2
302219,3
303296,1
300485,1
303966,2
300245,3
300472,2
302722,2
302318,1
301204,2
301636,3
300939,1
304186,3
301565,3
302677,1
300922,3
301127,3
301816,2
304456,2
303729,2
302670,2
302786,2
300796,2
302658,3
301553,1
301316,3
303948,1
304970,1
302927,2
304256,3
304264,1
304208,2
301259,2
304447,1
304740,1
303320,3
301579,3
300987,1
304612,2
302356,3
304072,1
300856,1
301053,1
303504,3
302129,3
301034,2
303103,3
301079,3
303311,2
302513,2
300389,1
302919,3
304380,1
304147,2
301683,3
304058,3
301545,1
303196,3
303387,2
303645,2
304484,2
301355,3
301839,2
303517,2
300633,2
303272,3
304787,2
301235,3
301459,2
302441,3
303763,2
302915,3
303111,1
300688,1
301702,3
301947,2
304621,1
304987,2
303564,2
302339,3
301912,2
301210,1
303512,3
304036,1
300261,3
301833,2
301650,1
302202,3
304038,1
301981,1
303859,2
302931,3
300247,3
303329,3
303107,3
302250,2
302879,3
300599,1
302856,3
301803,1
304161,1
300416,3
304316,2
303739,3
302136,2
301090,1
302321,2
304532,2
302962,1
303784,2
304465,1
301800,1
304762,3
302103,3
301320,2
301071,1
304260,1
300330,2
302710,1
302525,1
300204,1
301414,2
300214,1
302050,1
302706,1
304169,3
304100,3
302005,3
303257,2
300246,2
300115,1
303032,2
302294,3
300512,3
303801,3
301495,2
301560,2
303982,3
303102,3
301223,1
303682,2
300567,2
304263,1
303442,3
302137,3
300505,1
304938,3
304385,1
303723,2
301257,2
303045,2
302017,3
304423,2
304606,3
303917,2
304234,3
300504,1
300278,3
301840,3
303223,3
303427,2
303180,1
304510,3
304406,2
300948,1
303025,2
300116,3
300304,1
302971,3
302049,2
301200,2
300927,1
302956,3
301978,1
304680,2
300395,2
304733,1
300032,2
302543,1
302285,2
301999,3
302156,1
302197,2
301997,1
301671,3
304481,2
301357,3
304009,2
301939,3
303448,2
300715,2
301662,2
303656,1
303131,2
300968,3
303863,2
303407,3
300611,1
300748,2
300962,3
302974,3
304864,2
302815,1
303683,3
301970,1
303887,2
304306,3
304276,1
300555,1
302456,3
301156,3
301980,3
303913,2
303822,3
300766,2
301935,1
302892,3
302058,3
304701,2
304885,1
300099,2
301458,3
301315,3
302467,2
302466,1
303844,2
304638,3
301491,1
302012,2
300800,3
300231,2
300618,1
300814,2
303965,2
301369,1
303455,3
304517,1
301131,2
303035,3
304765,1
302687,1
303380,3
304176,1
303044,2
305000,1
300861,1
302465,2
303793,1
304136,2
300745,2
302418,2
303384,2
301941,3
301311,1
300206,2
303926,1
302166,3
303065,3
304995,2
302122,1
304288,2
304302,2
301276,3
302738,3
304506,2
301176,2
304386,2
302847,2
302070,3
301050,2
301242,2
304690,2
303624,2
300813,2
304636,1
303716,3
301029,2
302340,1
304515,2
300608,1
303307,2
301082,2
303824,3
303526,3
303947,2
300550,3
304452,3
301140,1
304815,2
301607,1
303754,2
300551,2
301138,2
304748,1
302473,3
304412,1
303996,3
303978,1
303089,3
301877,1
300779,1
303268,1
302825,3
301205,2
302212,1
303078,1
304267,2
303261,2
301561,3
304313,2
304026,3
301976,1
300945,2
300120,1
300492,1
301331,1
302707,2
303572,2
301815,3
303566,1
302537,2
304769,2
303901,2
301327,1
302366,2
304102,1
303271,1
303766,3
300073,2
301352,1
300869,2
303495,2
304209,2
303211,1
304110,3
300421,3
302138,3
300562,1
304238,2
302079,1
303022,1
301460,2
300659,2
301608,2
302415,2
300067,1
304886,3
302796,2
303555,1
303942,2
300079,2
300016,3
302308,3
304846,1
300535,1
300774,3
304458,3
303541,2
303220,2
301916,2
302986,1
300483,3
301612,1
304049,1
303928,3
301652,2
302943,2
302287,3
304656,3
302758,3
302112,3
300909,2
300975,2
304242,2
301400,2
301817,3
302586,1
301811,2
301443,1
303147,3
302086,3
303174,1
304626,2
300533,3
301047,2
300650,3
302880,1
304899,3
304085,1
301175,3
304220,2
301606,3
300392,2
300658,1
301664,1
303156,3
302147,2
303817,3
301478,1
303138,3
300019,3
300631,3
300675,1
304842,3
302461,2
300756,1
302307,2
304658,1
301990,1
301085,1
300282,1
301851,3
300346,3
304946,2
303128,2
302435,2
302288,3
301379,3
300259,2
303321,2
304682,3
303840,3
304178,3
302477,3
300102,3
302357,1
300257,3
301630,2
302317,1
303799,1
302076,3
304268,2
303042,3
301434,3
300720,2
303674,2
301088,1
302647,2
302335,2
303582,2
303017,2
304305,1
303262,2
304651,1
300510,3
302814,3
300995,1
301717,1
304133,2
302342,1
304579,1
301761,1
304453,3
301338,1
304648,1
304734,3
302381,3
303347,2
304117,1
300044,2
302875,3
300833,3
300465,3
300625,2
303371,1
304215,2
303910,1
302852,3
302266,2
300123,3
304029,2
300419,3
300784,3
304665,2
304002,1
303012,2
300137,1
301326,3
301383,2
300396,2
300170,2
302664,3
303031,1
301871,2
300786,1
304791,2
302390,3
303704,3
302025,3
303116,3
302507,2
302902,2
301024,2
303494,2
301526,2
303596,2
300157,1
302605,2
303016,3
302933,1
300872,3
302034,3
303874,1
302934,3
300978,2
303647,3
301706,2
301282,2
302326,3
302002,3
304792,3
304487,1
304988,3
304807,3
303525,1
304574,3
300950,1
300172,3
304855,3
301864,1
300664,2
304950,2
300185,1
300677,1
300808,1
303343,2
301525,2
301404,2
301154,3
303962,1
301073,1
301720,2
304073,1
302558,2
300569,2
304206,2
301548,3
301890,3
303867,2
301629,3
301167,3
303923,1
302026,3
300991,3
301972,2
303014,2
303061,3
302868,2
303284,2
301181,3
304534,3
302289,1
302237,3
303740,1
303990,3
301651,3
300197,1
300436,3
303617,3
303247,1
302231,2
300727,2
301588,2
302359,1
303591,2
303574,2
303752,1
302541,2
303935,3
300074,3
303285,3
304779,3
301869,1
301670,3
303707,3
300744,1
300028,2
303764,3
304982,1
302987,1
301988,3
300269,1
304300,1
303439,2
301710,3
300320,1
300057,1
303877,1
304057,1
302967,3
302045,3
304661,2
302230,1
300990,1
300387,1
300098,2
303654,1
301051,3
302712,1
303099,2
304860,2
302178,2
302210,3
301569,1
304961,3
304983,2
302215,2
302517,2
303757,2
300034,1
301823,2
300653,1
304363,3
302957,3
301674,1
300038,2
300241,1
301486,3
303943,2
300275,2
302617,1
303382,3
300194,1
300273,2
303375,3
300566,3
302844,3
303139,3
303472,3
304047,1
302509,2
303619,2
303999,3
300374,2
302996,1
302298,2
302514,1
302762,3
304297,2
303248,1
302265,1
302682,1
300382,1
304591,3
303562,3
304754,1
300585,3
302853,3
300327,1
300914,3
301973,1
300620,1
300468,2
302570,2
303172,2
304001,1
301593,2
300670,2
300867,1
303498,3
300725,1
303760,2
301705,2
300167,2
304539,2
301802,3
300139,2
301325,3
304615,3
304768,3
303709,1
302556,2
303830,1
302358,3
303027,2
300886,1
300667,2
304341,2
304906,2
302604,2
302091,3
303773,3
301482,3
304720,2
300291,2
302114,1
302899,3
300375,3
304559,2
302168,3
302362,2
301361,1
302044,3
300776,3
301192,2
302065,3
301049,2
302952,2
302920,1
302244,2
304021,1
301449,1
302004,2
300164,2
304974,3
300274,3
304838,2
302245,2
303381,2
300233,2
301044,2
300942,1
300617,1
300822,3
304016,1
303028,2
300422,2
301305,1
301274,1
303059,2
303697,3
301115,3
303460,3
302732,1
301465,3
300410,2
301161,2
304248,3
303464,3
304354,2
303883,1
301691,2
303115,1
300671,3
301902,3
303836,2
302299,1
300020,2
300058,1
302795,1
301226,3
304018,3
301306,3
300087,1
301014,3
301130,3
300234,2
303091,1
302502,2
301795,3
304103,1
301415,3
304831,3
302445,1
301752,2
302457,2
304583,3
304545,2
300474,3
304925,2
302589,3
301271,1
304015,1
301081,3
301072,3
302510,2
304470,2
304679,2
303680,1
300106,1
301783,2
301308,2
301949,1
303377,3
300229,1
300669,3
304188,1
302606,3
300001,2
302913,3
303018,2
303768,1
304012,3
301461,3
302279,2
302013,2
302370,2
304092,2
303959,3
302702,3
302549,1
304888,3
301927,2
302426,1
300770,2
304402,3
300636,2
304759,1
302979,2
304932,2
303010,1
304340,2
304725,2
302160,1
300866,3
303095,1
301740,1
303580,1
302450,2
300343,3
300114,2
304873,1
303058,2
300801,1
302504,2
302630,1
301615,1
301707,1
304891,1
302559,2
301635,2
301887,2
303726,2
301727,2
302304,2
300915,1
303361,3
303886,2
304741,2
303054,2
301762,3
304060,3
300223,1
302557,3
303832,2
302119,3
302206,3
302656,3
304272,2
300033,1
300692,3
302295,2
304101,2
300526,2
301585,2
301307,2
300329,2
303642,1
302622,3
302631,2
300018,2
304116,3
302273,1
300857,3
303899,3
301722,3
304479,1
304883,1
303413,1
301677,2
300938,2
304131,2
301883,2
300242,3
301510,1
303198,2
302890,1
303616,2
302126,3
301105,3
301822,1
302992,2
300488,1
304608,2
300133,2
300655,3
303937,2
304547,3
301558,2
300949,1
302955,1
304200,1
304600,2
300649,1
304794,3
301858,3
301647,2
301959,1
303428,1
303235,3
300188,3
304511,1
304227,3
301416,1
301744,1
301554,2
300588,2
303960,2
302261,3
302663,3
304430,3
303446,3
300501,3
300324,1
304795,3
300568,1
301431,3
300056,3
300877,1
300007,2
301059,2
302785,1
302742,1
301293,2
301159,2
302057,2
300176,3
303002,2
301075,1
301923,3
304020,1
302822,2
300697,1
303918,3
302751,2
304307,3
302252,3
303769,2
302476,2
304394,3
303812,1
304672,2
300335,2
302624,2
303183,3
304467,1
302597,3
303749,3
303912,2
303372,1
301984,2
302241,3
304017,3
300267,1
300337,3
300048,2
301194,2
301438,3
300222,1
300362,2
300097,1
303532,2
304508,3
302887,1
302846,2
304710,3
302327,2
301551,1
303292,2
303967,2
304270,3
303676,1
302382,1
303675,2
304282,1
303069,2
300286,2
303557,2
300211,2
302733,1
302181,2
301603,2
303535,3
300333,3
301006,1
301821,2
303919,3
302353,2
303040,1
302021,2
303969,2
304303,3
303334,2
300924,2
303080,1
303629,2
301907,3
304028,2
304239,1
304678,3
300082,1
302625,2
300583,1
300384,3
303254,2
304127,2
302667,3
302571,2
303858,1
300817,2
303218,2
301788,1
302188,1
302746,3
302055,3
300920,1
302495,2
302095,1
302423,3
304359,3
304418,3
303782,2
301336,2
304261,1
301087,2
304585,3
304482,3
304400,1
302064,2
304782,1
304034,2
303269,3
300762,2
301301,1
302460,3
303581,2
301238,1
303502,1
301178,2
301483,2
304911,3
304694,2
304914,3
301213,2
300758,1
301865,1
304184,1
302350,2
301039,3
302553,1
300458,3
302626,1
302361,1
300797,3
302458,3
300976,3
302646,3
303841,3
301531,1
304894,2
300503,2
301356,2
304507,2
303167,2
303878,3
304345,2
301819,1
302681,2
300713,3
302828,1
301441,2
302999,3
303278,2
303652,1
302527,3
300847,3
303964,2
301193,2
302371,1
300426,1
300771,3
304211,3
302211,2
302109,2
303145,3
302475,3
301253,1
300965,2
303795,3
304379,2
300406,2
301114,2
303364,1
302881,3
303597,2
301948,3
302104,2
303264,2
302782,2
302671,3
303864,3
301375,2
301199,2
302970,2
304584,2
301692,1
301448,1
303113,2
303081,2
303141,3
304541,1
303489,2
302818,2
303194,1
302048,2
302990,1
304329,3
300295,1
304736,3
301420,2
300919,2
300755,1
303317,2
302727,2
302001,3
301879,3
301037,3
304749,2
303798,2
